index,sw_ticks,qpc_position,device_position,frames,flags
1647,2531207087794,2531207194893,78747840,480,0
1648,2531207087847,2531207300389,78748320,480,0
1649,2531207243897,2531207395750,78748800,480,0
1650,2531207398904,2531207501458,78749280,480,0
1651,2531207398961,2531207596390,78749760,480,0
1652,2531207555226,2531207696825,78750240,480,0
1653,2531207706630,2531207797763,78750720,480,0
1654,2531207706700,2531207897991,78751200,480,0
1655,2531207861431,2531208000422,78751680,480,0
1656,2531208013240,2531208099778,78752160,480,0
1657,2531208013311,2531208194974,78752640,480,0
1658,2531208168816,2531208300442,78753120,480,0
1659,2531208168887,2531208395718,78753600,480,0
1660,2531208323322,2531208500991,78754080,480,0
1661,2531208480132,2531208596522,78754560,480,0
1662,2531208480187,2531208697125,78755040,480,0
1663,2531208635129,2531208797714,78755520,480,0
1664,2531208790275,2531208897914,78756000,480,0
1665,2531208790329,2531208998354,78756480,480,0
1666,2531208946076,2531209099593,78756960,480,0
1667,2531209101817,2531209199635,78757440,480,0
1668,2531209101871,2531209295332,78757920,480,0
1669,2531209252475,2531209400887,78758400,480,0
1670,2531209407685,2531209495837,78758880,480,0
1671,2531209407767,2531209596712,78759360,480,0
1672,2531209568572,2531209701587,78759840,480,0
1673,2531209568631,2531209796973,78760320,480,0
1674,2531209724255,2531209897347,78760800,480,0
1675,2531209880147,2531209997303,78761280,480,0
1676,2531209880200,2531210098134,78761760,480,0
1677,2531210036972,2531210198679,78762240,480,0
1678,2531210196545,2531210299036,78762720,480,0
1679,2531210196618,2531210399145,78763200,480,0
1680,2531210352957,2531210499533,78763680,480,0
1681,2531210506318,2531210595086,78764160,480,0
1682,2531210506389,2531210700561,78764640,480,0
1683,2531210664408,2531210795818,78765120,480,0
1684,2531210818886,2531210901340,78765600,480,0
1685,2531210818951,2531210996723,78766080,480,0
1686,2531210979998,2531211097046,78766560,480,0
1687,2531210980070,2531211197274,78767040,480,0
1688,2531211135715,2531211297557,78767520,480,0
1689,2531211290293,2531211398309,78768000,480,0
1690,2531211290336,2531211498143,78768480,480,0
1691,2531211445944,2531211598941,78768960,480,0
1692,2531211597109,2531211699337,78769440,480,0
1693,2531211597154,2531211799634,78769920,480,0
1694,2531211750202,2531211894880,78770400,480,0
1695,2531211909081,2531212000621,78770880,480,0
1696,2531211909140,2531212095933,78771360,480,0
1697,2531212059028,2531212201365,78771840,480,0
1698,2531212213805,2531212301819,78772320,480,0
1699,2531212213875,2531212397172,78772800,480,0
1700,2531212370958,2531212497319,78773280,480,0
1701,2531212371004,2531212598487,78773760,480,0
1702,2531212524280,2531212698692,78774240,480,0
1703,2531212687408,2531212799103,78774720,480,0
1704,2531212687583,2531212899596,78775200,480,0
1705,2531212837440,2531212999593,78775680,480,0
1706,2531212991214,2531213098015,78776160,480,0
1707,2531212991661,2531213198678,78776640,480,0
1708,2531213147155,2531213298601,78777120,480,0
1709,2531213301649,2531213398828,78777600,480,0
1710,2531213301893,2531213499751,78778080,480,0
1711,2531213457813,2531213594818,78778560,480,0
1712,2531213613061,2531213700222,78779040,480,0
1713,2531213613122,2531213795385,78779520,480,0
1714,2531213769084,2531213901213,78780000,480,0
1715,2531213769169,2531213996537,78780480,480,0
1716,2531213924819,2531214096743,78780960,480,0
1717,2531214082489,2531214197027,78781440,480,0
1718,2531214082812,2531214297479,78781920,480,0
1719,2531214236846,2531214398402,78782400,480,0
1720,2531214394211,2531214498349,78782880,480,0
1721,2531214394277,2531214599486,78783360,480,0
1722,2531214546320,2531214695074,78783840,480,0
1723,2531214705080,2531214800429,78784320,480,0
1724,2531214705161,2531214895639,78784800,480,0
1725,2531214854695,2531215001242,78785280,480,0
1726,2531215018554,2531215096715,78785760,480,0
1727,2531215018611,2531215196901,78786240,480,0
1728,2531215172701,2531215297509,78786720,480,0
1729,2531215173298,2531215397709,78787200,480,0
1730,2531215330045,2531215498110,78787680,480,0
1731,2531215489320,2531215598636,78788160,480,0
1732,2531215489380,2531215698957,78788640,480,0
1733,2531215654124,2531215800855,78789120,480,0
1734,2531215814441,2531215895974,78789600,480,0
1735,2531215814542,2531216001158,78790080,480,0
1736,2531215974040,2531216096587,78790560,480,0
1737,2531216135239,2531216202587,78791040,480,0
1738,2531216135309,2531216297945,78791520,480,0
1739,2531216291681,2531216397862,78792000,480,0
1740,2531216291754,2531216498391,78792480,480,0
1741,2531216445812,2531216598798,78792960,480,0
1742,2531216606365,2531216699574,78793440,480,0
1743,2531216606424,2531216799732,78793920,480,0
1744,2531216757530,2531216895034,78794400,480,0
1745,2531216913088,2531217002501,78794880,480,0
1746,2531216913140,2531217099274,78795360,480,0
1747,2531217060794,2531217199199,78795840,480,0
1748,2531217216106,2531217299241,78796320,480,0
1749,2531217216170,2531217399516,78796800,480,0
1750,2531217369493,2531217500152,78797280,480,0
1751,2531217369559,2531217596175,78797760,480,0
1752,2531217527057,2531217701576,78798240,480,0
1753,2531217690235,2531217796499,78798720,480,0
1754,2531217690290,2531217902502,78799200,480,0
1755,2531217843670,2531217998192,78799680,480,0
1756,2531218010818,2531218098436,78800160,480,0
1757,2531218010905,2531218199212,78800640,480,0
1758,2531218163158,2531218300072,78801120,480,0
1759,2531218324512,2531218394858,78801600,480,0
1760,2531218324790,2531218500705,78802080,480,0
1761,2531218476642,2531218595850,78802560,480,0
1762,2531218476720,2531218701819,78803040,480,0
1763,2531218623891,2531218796411,78803520,480,0
1764,2531218779247,2531218901851,78804000,480,0
1765,2531218779306,2531218997065,78804480,480,0
1766,2531218934582,2531219097764,78804960,480,0
1767,2531219091547,2531219198189,78805440,480,0
1768,2531219091629,2531219298193,78805920,480,0
1769,2531219246531,2531219398527,78806400,480,0
1770,2531219402996,2531219498834,78806880,480,0
1771,2531219403063,2531219599078,78807360,480,0
1772,2531219556119,2531219699320,78807840,480,0
1773,2531219709113,2531219801978,78808320,480,0
1774,2531219709173,2531219897200,78808800,480,0
1775,2531219861309,2531219997744,78809280,480,0
1776,2531220017850,2531220099046,78809760,480,0
1777,2531220017913,2531220199051,78810240,480,0
1778,2531220173166,2531220299318,78810720,480,0
1779,2531220173225,2531220399542,78811200,480,0
1780,2531220326964,2531220500647,78811680,480,0
1781,2531220477981,2531220596337,78812160,480,0
1782,2531220478036,2531220702066,78812640,480,0
1783,2531220639175,2531220797343,78813120,480,0
1784,2531220790674,2531220898854,78813600,480,0
1785,2531220790728,2531220998343,78814080,480,0
1786,2531220945818,2531221099166,78814560,480,0
1787,2531221107958,2531221198950,78815040,480,0
1788,2531221108004,2531221299430,78815520,480,0
1789,2531221261817,2531221399478,78816000,480,0
1790,2531221422768,2531221499924,78816480,480,0
1791,2531221422844,2531221595484,78816960,480,0
1792,2531221577382,2531221700751,78817440,480,0
1793,2531221577430,2531221796063,78817920,480,0
1794,2531221728562,2531221902455,78818400,480,0
1795,2531221889691,2531221996775,78818880,480,0
1796,2531221889733,2531222097888,78819360,480,0
1797,2531222045944,2531222198007,78819840,480,0
1798,2531222196160,2531222298026,78820320,480,0
1799,2531222196216,2531222398369,78820800,480,0
1800,2531222355705,2531222498727,78821280,480,0
1801,2531222515253,2531222598888,78821760,480,0
1802,2531222515335,2531222699435,78822240,480,0
1803,2531222671511,2531222799774,78822720,480,0
1804,2531222671582,2531222894884,78823200,480,0
1805,2531222837822,2531223000325,78823680,480,0
1806,2531222990757,2531223098031,78824160,480,0
1807,2531222990849,2531223198031,78824640,480,0
1808,2531223146761,2531223298277,78825120,480,0
1809,2531223300533,2531223398791,78825600,480,0
1810,2531223300610,2531223498784,78826080,480,0
1811,2531223455097,2531223599216,78826560,480,0
1812,2531223617156,2531223694296,78827040,480,0
1813,2531223617223,2531223799640,78827520,480,0
1814,2531223774344,2531223894925,78828000,480,0
1815,2531223774404,2531224000847,78828480,480,0
1816,2531223933063,2531224095755,78828960,480,0
1817,2531224087957,2531224201203,78829440,480,0
1818,2531224088028,2531224296568,78829920,480,0
1819,2531224254157,2531224401684,78830400,480,0
1820,2531224410756,2531224496754,78830880,480,0
1821,2531224410835,2531224597675,78831360,480,0
1822,2531224561486,2531224697960,78831840,480,0
1823,2531224716195,2531224798370,78832320,480,0
1824,2531224716274,2531224899100,78832800,480,0
1825,2531224872860,2531224999071,78833280,480,0
1826,2531224872952,2531225099633,78833760,480,0
1827,2531225027630,2531225200143,78834240,480,0
1828,2531225177125,2531225295301,78834720,480,0
1829,2531225177265,2531225400649,78835200,480,0
1830,2531225330245,2531225496252,78835680,480,0
1831,2531225488538,2531225596632,78836160,480,0
1832,2531225488574,2531225697341,78836640,480,0
1833,2531225645225,2531225798182,78837120,480,0
1834,2531225800710,2531225898278,78837600,480,0
1835,2531225800773,2531225998176,78838080,480,0
1836,2531225955314,2531226099075,78838560,480,0
1837,2531226107088,2531226199193,78839040,480,0
1838,2531226107149,2531226299888,78839520,480,0
1839,2531226300137,2531226400214,78840000,480,0
1840,2531226300191,2531226500943,78840480,480,0
1841,2531226467454,2531226596723,78840960,480,0
1842,2531226584539,2531226702622,78841440,480,0
1843,2531226584577,2531226797618,78841920,480,0
1844,2531226739129,2531226897952,78842400,480,0
1845,2531226927372,2531226999652,78842880,480,0
1846,2531226927418,2531227099288,78843360,480,0
1847,2531227053641,2531227199601,78843840,480,0
1848,2531227207077,2531227294892,78844320,480,0
1849,2531227207140,2531227400323,78844800,480,0
1850,2531227363960,2531227495606,78845280,480,0
1851,2531227527663,2531227596171,78845760,480,0
1852,2531227527737,2531227701727,78846240,480,0
1853,2531227674321,2531227796963,78846720,480,0
1854,2531227674386,2531227897437,78847200,480,0
1855,2531227829237,2531227997469,78847680,480,0
1856,2531227980958,2531228098011,78848160,480,0
1857,2531227980987,2531228198476,78848640,480,0
1858,2531228136061,2531228298837,78849120,480,0
1859,2531228290968,2531228398765,78849600,480,0
1860,2531228291032,2531228499201,78850080,480,0
1861,2531228446561,2531228599269,78850560,480,0
1862,2531228598453,2531228699491,78851040,480,0
1863,2531228598508,2531228801070,78851520,480,0
1864,2531228752842,2531228895968,78852000,480,0
1865,2531228908289,2531229001339,78852480,480,0
1866,2531228908346,2531229096834,78852960,480,0
1867,2531229059403,2531229197192,78853440,480,0
1868,2531229215037,2531229297362,78853920,480,0
1869,2531229215108,2531229397838,78854400,480,0
1870,2531229375885,2531229497943,78854880,480,0
1871,2531229375948,2531229598701,78855360,480,0
1872,2531229524629,2531229699157,78855840,480,0
1873,2531229683477,2531229800387,78856320,480,0
1874,2531229683520,2531229895612,78856800,480,0
1875,2531229837782,2531230001235,78857280,480,0
1876,2531229990866,2531230099015,78857760,480,0
1877,2531229990910,2531230199302,78858240,480,0
1878,2531230151088,2531230300105,78858720,480,0
1879,2531230313042,2531230394837,78859200,480,0
1880,2531230313104,2531230500300,78859680,480,0
1881,2531230472592,2531230595612,78860160,480,0
1882,2531230628920,2531230701120,78860640,480,0
1883,2531230628974,2531230801634,78861120,480,0
1884,2531230789218,2531230896956,78861600,480,0
1885,2531230789291,2531230997197,78862080,480,0
1886,2531230944943,2531231098077,78862560,480,0
1887,2531231106203,2531231198370,78863040,480,0
1888,2531231106288,2531231298386,78863520,480,0
1889,2531231256417,2531231398947,78864000,480,0
1890,2531231410740,2531231498933,78864480,480,0
1891,2531231410823,2531231599348,78864960,480,0
1892,2531231573519,2531231699667,78865440,480,0
1893,2531231573571,2531231800533,78865920,480,0
1894,2531231733230,2531231895734,78866400,480,0
1895,2531231888269,2531232001005,78866880,480,0
1896,2531231888317,2531232096569,78867360,480,0
1897,2531232054714,2531232201822,78867840,480,0
1898,2531232215300,2531232297057,78868320,480,0
1899,2531232215375,2531232397446,78868800,480,0
1900,2531232373807,2531232498329,78869280,480,0
1901,2531232373882,2531232599037,78869760,480,0
1902,2531232528160,2531232699783,78870240,480,0
1903,2531232683506,2531232800288,78870720,480,0
1904,2531232683571,2531232895334,78871200,480,0
1905,2531232838672,2531233000789,78871680,480,0
1906,2531232990811,2531233098250,78872160,480,0
1907,2531232990878,2531233198764,78872640,480,0
1908,2531233146627,2531233299054,78873120,480,0
1909,2531233302473,2531233399256,78873600,480,0
1910,2531233302519,2531233499799,78874080,480,0
1911,2531233451744,2531233595080,78874560,480,0
1912,2531233609918,2531233700428,78875040,480,0
1913,2531233609974,2531233800834,78875520,480,0
1914,2531233762820,2531233896280,78876000,480,0
1915,2531233924107,2531234001338,78876480,480,0
1916,2531233924162,2531234096677,78876960,480,0
1917,2531234080878,2531234202209,78877440,480,0
1918,2531234080930,2531234297936,78877920,480,0
1919,2531234236624,2531234399063,78878400,480,0
1920,2531234394163,2531234499598,78878880,480,0
1921,2531234394197,2531234600022,78879360,480,0
1922,2531234543741,2531234695539,78879840,480,0
1923,2531234704436,2531234802170,78880320,480,0
1924,2531234704502,2531234896680,78880800,480,0
1925,2531234859659,2531235002298,78881280,480,0
1926,2531235026964,2531235098400,78881760,480,0
1927,2531235027007,2531235198655,78882240,480,0
1928,2531235177670,2531235299074,78882720,480,0
1929,2531235177720,2531235399843,78883200,480,0
1930,2531235344740,2531235499733,78883680,480,0
1931,2531235491223,2531235597212,78884160,480,0
1932,2531235491270,2531235698045,78884640,480,0
1933,2531235658840,2531235798865,78885120,480,0
1934,2531235813269,2531235896265,78885600,480,0
1935,2531235813336,2531236001972,78886080,480,0
1936,2531235971862,2531236097060,78886560,480,0
1937,2531235971913,2531236197726,78887040,480,0
1938,2531236126478,2531236298431,78887520,480,0
1939,2531236279557,2531236398307,78888000,480,0
1940,2531236279610,2531236498621,78888480,480,0
1941,2531236439540,2531236599291,78888960,480,0
1942,2531236587857,2531236699710,78889440,480,0
1943,2531236587905,2531236800378,78889920,480,0
1944,2531236742665,2531236895409,78890400,480,0
1945,2531236901185,2531237000740,78890880,480,0
1946,2531236901258,2531237096154,78891360,480,0
1947,2531237057067,2531237202104,78891840,480,0
1948,2531237217728,2531237300712,78892320,480,0
1949,2531237217786,2531237395893,78892800,480,0
1950,2531237363054,2531237501522,78893280,480,0
1951,2531237519699,2531237597521,78893760,480,0
1952,2531237519756,2531237702281,78894240,480,0
1953,2531237675388,2531237797857,78894720,480,0
1954,2531237675449,2531237898012,78895200,480,0
1955,2531237830360,2531237998307,78895680,480,0
1956,2531237989401,2531238099452,78896160,480,0
1957,2531237989449,2531238195004,78896640,480,0
1958,2531238140116,2531238300420,78897120,480,0
1959,2531238293634,2531238395577,78897600,480,0
1960,2531238293682,2531238501047,78898080,480,0
1961,2531238444855,2531238596484,78898560,480,0
1962,2531238595277,2531238702055,78899040,480,0
1963,2531238595314,2531238797272,78899520,480,0
1964,2531238762959,2531238897767,78900000,480,0
1965,2531238912881,2531238993365,78900480,480,0
1966,2531238912942,2531239099082,78900960,480,0
1967,2531239062752,2531239204717,78901440,480,0
1968,2531239224039,2531239299935,78901920,480,0
1969,2531239224086,2531239394947,78902400,480,0
1970,2531239379247,2531239500368,78902880,480,0
1971,2531239379293,2531239595741,78903360,480,0
1972,2531239529024,2531239701237,78903840,480,0
1973,2531239690470,2531239796428,78904320,480,0
1974,2531239690521,2531239902281,78904800,480,0
1975,2531239843080,2531239997180,78905280,480,0
1976,2531240012211,2531240097988,78905760,480,0
1977,2531240012258,2531240198432,78906240,480,0
1978,2531240155967,2531240298625,78906720,480,0
1979,2531240311490,2531240398897,78907200,480,0
1980,2531240311534,2531240499214,78907680,480,0
1981,2531240470297,2531240599353,78908160,480,0
1982,2531240625897,2531240699643,78908640,480,0
1983,2531240626482,2531240794857,78909120,480,0
1984,2531240777427,2531240900201,78909600,480,0
1985,2531240777474,2531240995852,78910080,480,0
1986,2531240932772,2531241095680,78910560,480,0
1987,2531241088334,2531241201113,78911040,480,0
1988,2531241088382,2531241296197,78911520,480,0
1989,2531241254548,2531241401746,78912000,480,0
1990,2531241408480,2531241496923,78912480,480,0
1991,2531241408533,2531241597884,78912960,480,0
1992,2531241561641,2531241698291,78913440,480,0
1993,2531241717630,2531241798757,78913920,480,0
1994,2531241717698,2531241899057,78914400,480,0
1995,2531241873613,2531242008145,78914880,480,0
1996,2531241873679,2531242099363,78915360,480,0
1997,2531242026698,2531242199772,78915840,480,0
1998,2531242178067,2531242294837,78916320,480,0
1999,2531242178123,2531242400725,78916800,480,0
2000,2531242343118,2531242495695,78917280,480,0
2001,2531242494370,2531242596391,78917760,480,0
2002,2531242494421,2531242701394,78918240,480,0
2003,2531242653818,2531242803348,78918720,480,0
2004,2531242814421,2531242894341,78919200,480,0
2005,2531242814494,2531243000374,78919680,480,0
2006,2531242964266,2531243095800,78920160,480,0
2007,2531243125195,2531243201500,78920640,480,0
2008,2531243125277,2531243296365,78921120,480,0
2009,2531243280550,2531243401886,78921600,480,0
2010,2531243280633,2531243497462,78922080,480,0
2011,2531243435450,2531243597740,78922560,480,0
2012,2531243593461,2531243698222,78923040,480,0
2013,2531243593516,2531243798637,78923520,480,0
2014,2531243746678,2531243899173,78924000,480,0
2015,2531243909643,2531243999627,78924480,480,0
2016,2531243909707,2531244094746,78924960,480,0
2017,2531244070668,2531244200409,78925440,480,0
2018,2531244070716,2531244296190,78925920,480,0
2019,2531244221917,2531244401698,78926400,480,0
2020,2531244380871,2531244496569,78926880,480,0
2021,2531244380922,2531244596962,78927360,480,0
2022,2531244535639,2531244697698,78927840,480,0
2023,2531244686811,2531244798034,78928320,480,0
2024,2531244686864,2531244898515,78928800,480,0
2025,2531244838787,2531244999139,78929280,480,0
2026,2531244993571,2531245099337,78929760,480,0
2027,2531244993647,2531245199533,78930240,480,0
2028,2531245153304,2531245300024,78930720,480,0
2029,2531245313979,2531245395214,78931200,480,0
2030,2531245314031,2531245500918,78931680,480,0
2031,2531245480132,2531245596810,78932160,480,0
2032,2531245480305,2531245705041,78932640,480,0
2033,2531245628445,2531245797578,78933120,480,0
2034,2531245781464,2531245898217,78933600,480,0
2035,2531245781515,2531245998089,78934080,480,0
2036,2531245934696,2531246099048,78934560,480,0
2037,2531246096813,2531246199222,78935040,480,0
2038,2531246096877,2531246299374,78935520,480,0
2039,2531246253407,2531246399486,78936000,480,0
2040,2531246409777,2531246502067,78936480,480,0
2041,2531246409828,2531246597885,78936960,480,0
2042,2531246561443,2531246698239,78937440,480,0
2043,2531246729056,2531246798852,78937920,480,0
2044,2531246729123,2531246898936,78938400,480,0
2045,2531246875119,2531246999278,78938880,480,0
2046,2531246875165,2531247099633,78939360,480,0
2047,2531247031202,2531247194943,78939840,480,0
2048,2531247183194,2531247300452,78940320,480,0
2049,2531247184222,2531247395655,78940800,480,0
2050,2531247339800,2531247501260,78941280,480,0
2051,2531247497894,2531247599978,78941760,480,0
2052,2531247497953,2531247695204,78942240,480,0
2053,2531247654134,2531247795767,78942720,480,0
2054,2531247808990,2531247901644,78943200,480,0
2055,2531247809207,2531247996745,78943680,480,0
2056,2531247970596,2531248096905,78944160,480,0
2057,2531247970666,2531248197386,78944640,480,0
2058,2531248124953,2531248297665,78945120,480,0
2059,2531248280364,2531248397767,78945600,480,0
2060,2531248280416,2531248498456,78946080,480,0
2061,2531248438656,2531248593405,78946560,480,0
2062,2531248597496,2531248698820,78947040,480,0
2063,2531248597662,2531248799713,78947520,480,0
2064,2531248753630,2531248899899,78948000,480,0
2065,2531248912057,2531248993430,78948480,480,0
2066,2531248912107,2531249098887,78948960,480,0
2067,2531249072790,2531249199285,78949440,480,0
2068,2531249072870,2531249299566,78949920,480,0
2069,2531249226627,2531249399892,78950400,480,0
2070,2531249379813,2531249500859,78950880,480,0
2071,2531249379874,2531249596230,78951360,480,0
2072,2531249538177,2531249701628,78951840,480,0
2073,2531249700578,2531249796993,78952320,480,0
2074,2531249700639,2531249897433,78952800,480,0
2075,2531249855568,2531249998204,78953280,480,0
2076,2531250017874,2531250093460,78953760,480,0
2077,2531250017945,2531250198836,78954240,480,0
2078,2531250174432,2531250299102,78954720,480,0
2079,2531250174478,2531250399433,78955200,480,0
2080,2531250337143,2531250499679,78955680,480,0
2081,2531250494378,2531250596308,78956160,480,0
2082,2531250494433,2531250702101,78956640,480,0
2083,2531250645803,2531250797173,78957120,480,0
2084,2531250799263,2531250897557,78957600,480,0
2085,2531250799310,2531250997743,78958080,480,0
2086,2531250955186,2531251098471,78958560,480,0
2087,2531251116230,2531251198542,78959040,480,0
2088,2531251116301,2531251298692,78959520,480,0
2089,2531251272126,2531251398981,78960000,480,0
2090,2531251272192,2531251499085,78960480,480,0
2091,2531251427847,2531251600309,78960960,480,0
2092,2531251588070,2531251694837,78961440,480,0
2093,2531251588116,2531251800331,78961920,480,0
2094,2531251743906,2531251895443,78962400,480,0
2095,2531251903262,2531252000727,78962880,480,0
2096,2531251903306,2531252100633,78963360,480,0
2097,2531252052563,2531252195828,78963840,480,0
2098,2531252215572,2531252301228,78964320,480,0
2099,2531252215642,2531252396627,78964800,480,0
2100,2531252373730,2531252502173,78965280,480,0
2101,2531252373783,2531252598774,78965760,480,0
2102,2531252524462,2531252698261,78966240,480,0
2103,2531252674918,2531252800397,78966720,480,0
2104,2531252674978,2531252899438,78967200,480,0
2105,2531252838616,2531252999793,78967680,480,0
2106,2531252994731,2531253096783,78968160,480,0
2107,2531252994804,2531253202463,78968640,480,0
2108,2531253146039,2531253297435,78969120,480,0
2109,2531253302047,2531253398123,78969600,480,0
2110,2531253302121,2531253498074,78970080,480,0
2111,2531253457134,2531253599682,78970560,480,0
2112,2531253612696,2531253699764,78971040,480,0
2113,2531253612939,2531253795810,78971520,480,0
2114,2531253768992,2531253900529,78972000,480,0
2115,2531253769058,2531253995933,78972480,480,0
2116,2531253922939,2531254095903,78972960,480,0
2117,2531254078661,2531254201506,78973440,480,0
2118,2531254078707,2531254296709,78973920,480,0
2119,2531254238755,2531254402336,78974400,480,0
2120,2531254389850,2531254501150,78974880,480,0
2121,2531254389904,2531254597728,78975360,480,0
2122,2531254552000,2531254698007,78975840,480,0
2123,2531254700249,2531254802085,78976320,480,0
2124,2531254700302,2531254897553,78976800,480,0
2125,2531254854482,2531254998396,78977280,480,0
2126,2531255014520,2531255093628,78977760,480,0
2127,2531255014568,2531255199020,78978240,480,0
2128,2531255172556,2531255299320,78978720,480,0
2129,2531255172628,2531255399463,78979200,480,0
2130,2531255337066,2531255499705,78979680,480,0
2131,2531255493781,2531255596472,78980160,480,0
2132,2531255493976,2531255701976,78980640,480,0
2133,2531255643222,2531255797807,78981120,480,0
2134,2531255801826,2531255897953,78981600,480,0
2135,2531255801902,2531255998944,78982080,480,0
2136,2531255956652,2531256099242,78982560,480,0
2137,2531256106414,2531256199579,78983040,480,0
2138,2531256106474,2531256299746,78983520,480,0
2139,2531256262724,2531256394808,78984000,480,0
2140,2531256424146,2531256500514,78984480,480,0
2141,2531256424214,2531256595997,78984960,480,0
2142,2531256579609,2531256701566,78985440,480,0
2143,2531256579656,2531256796475,78985920,480,0
2144,2531256740803,2531256902187,78986400,480,0
2145,2531256893567,2531256997961,78986880,480,0
2146,2531256893615,2531257098675,78987360,480,0
2147,2531257046280,2531257199168,78987840,480,0
2148,2531257209042,2531257299448,78988320,480,0
2149,2531257209119,2531257399878,78988800,480,0
2150,2531257370116,2531257501395,78989280,480,0
2151,2531257370185,2531257597164,78989760,480,0
2152,2531257513400,2531257697254,78990240,480,0
2153,2531257671984,2531257797600,78990720,480,0
2154,2531257672064,2531257897934,78991200,480,0
2155,2531257830650,2531257998444,78991680,480,0
2156,2531257991330,2531258099234,78992160,480,0
2157,2531257991391,2531258199614,78992640,480,0
2158,2531258150887,2531258294927,78993120,480,0
2159,2531258309638,2531258400425,78993600,480,0
2160,2531258309692,2531258495526,78994080,480,0
2161,2531258464560,2531258595793,78994560,480,0
2162,2531258623253,2531258701290,78995040,480,0
2163,2531258623330,2531258796831,78995520,480,0
2164,2531258780012,2531258897257,78996000,480,0
2165,2531258780088,2531258997630,78996480,480,0
2166,2531258937550,2531259098276,78996960,480,0
2167,2531259096387,2531259199216,78997440,480,0
2168,2531259096454,2531259298786,78997920,480,0
2169,2531259256048,2531259399204,78998400,480,0
2170,2531259413069,2531259499212,78998880,480,0
2171,2531259413146,2531259599610,78999360,480,0
2172,2531259565682,2531259700099,78999840,480,0
2173,2531259722905,2531259795258,79000320,480,0
2174,2531259722962,2531259900694,79000800,480,0
2175,2531259879218,2531260001289,79001280,480,0
2176,2531259879281,2531260097579,79001760,480,0
2177,2531260041035,2531260201824,79002240,480,0
2178,2531260194954,2531260297461,79002720,480,0
2179,2531260195003,2531260397994,79003200,480,0
2180,2531260345617,2531260497870,79003680,480,0
2181,2531260593079,2531260598914,79004160,480,0
2182,2531260593141,2531260699032,79004640,480,0
2183,2531260593164,2531260800559,79005120,480,0
2184,2531260667296,2531260895583,79005600,480,0
2185,2531260825421,2531261001286,79006080,480,0
2186,2531260985598,2531261096617,79006560,480,0
2187,2531260985671,2531261202331,79007040,480,0
2188,2531261142857,2531261297283,79007520,480,0
2189,2531261300900,2531261397399,79008000,480,0
2190,2531261300951,2531261498141,79008480,480,0
2191,2531261454235,2531261598261,79008960,480,0
2192,2531261606270,2531261698519,79009440,480,0
2193,2531261606361,2531261799142,79009920,480,0
2194,2531261760513,2531261899402,79010400,480,0
2195,2531261923508,2531261999832,79010880,480,0
2196,2531261923587,2531262094768,79011360,480,0
2197,2531262076612,2531262199974,79011840,480,0
2198,2531262076663,2531262295209,79012320,480,0
2199,2531262237470,2531262400878,79012800,480,0
2200,2531262387611,2531262495916,79013280,480,0
2201,2531262387647,2531262596280,79013760,480,0
2202,2531262578399,2531262702004,79014240,480,0
2203,2531262578462,2531262797901,79014720,480,0
2204,2531262704511,2531262897447,79015200,480,0
2205,2531262857471,2531262998164,79015680,480,0
2206,2531263013409,2531263101126,79016160,480,0
2207,2531263013455,2531263196997,79016640,480,0
2208,2531263154277,2531263302207,79017120,480,0
2209,2531263302482,2531263394537,79017600,480,0
2210,2531263302545,2531263499987,79018080,480,0
2211,2531263457675,2531263595478,79018560,480,0
2212,2531263617737,2531263701159,79019040,480,0
2213,2531263617797,2531263796354,79019520,480,0
2214,2531263771495,2531263901707,79020000,480,0
2215,2531263771552,2531263997111,79020480,480,0
2216,2531263924145,2531264097523,79020960,480,0
2217,2531264080438,2531264197822,79021440,480,0
2218,2531264080502,2531264298085,79021920,480,0
2219,2531264233707,2531264398563,79022400,480,0
2220,2531264393915,2531264499038,79022880,480,0
2221,2531264393976,2531264599362,79023360,480,0
2222,2531264546737,2531264694780,79023840,480,0
2223,2531264704158,2531264800239,79024320,480,0
2224,2531264704207,2531264895508,79024800,480,0
2225,2531264864215,2531265000863,79025280,480,0
2226,2531265018381,2531265096417,79025760,480,0
2227,2531265018592,2531265201619,79026240,480,0
2228,2531265169111,2531265296807,79026720,480,0
2229,2531265169173,2531265397110,79027200,480,0
2230,2531265328150,2531265497432,79027680,480,0
2231,2531265489324,2531265598215,79028160,480,0
2232,2531265489363,2531265698649,79028640,480,0
2233,2531265644922,2531265798937,79029120,480,0
2234,2531265800936,2531265899374,79029600,480,0
2235,2531265801606,2531265999851,79030080,480,0
2236,2531265952592,2531266095196,79030560,480,0
2237,2531266114447,2531266200678,79031040,480,0
2238,2531266114541,2531266295981,79031520,480,0
2239,2531266268322,2531266401697,79032000,480,0
2240,2531266419458,2531266496798,79032480,480,0
2241,2531266419511,2531266597573,79032960,480,0
2242,2531266580213,2531266697867,79033440,480,0
2243,2531266580261,2531266798513,79033920,480,0
2244,2531266738359,2531266899323,79034400,480,0
2245,2531266890802,2531266999118,79034880,480,0
2246,2531266890855,2531267099491,79035360,480,0
2247,2531267041996,2531267194956,79035840,480,0
2248,2531267192686,2531267300567,79036320,480,0
2249,2531267192720,2531267395772,79036800,480,0
2250,2531267352089,2531267501603,79037280,480,0
2251,2531267512534,2531267596924,79037760,480,0
2252,2531267512592,2531267697248,79038240,480,0
2253,2531267669779,2531267797591,79038720,480,0
