index,sw_ticks,qpc_position,device_position,frames,flags,phase
1000,2586876695917,2586876897811,345962400,480,0,0
1001,2586876851210,2586876998760,345962880,480,0,0
1002,2586877005329,2586877093600,345963360,480,0,0
1003,2586877005365,2586877199106,345963840,480,0,0
1004,2586877161003,2586877294134,345964320,480,0,0
1005,2586877316581,2586877394598,345964800,480,0,0
1006,2586877316613,2586877500307,345965280,480,0,0
1007,2586877472886,2586877595558,345965760,480,0,0
1008,2586877472930,2586877700956,345966240,480,0,0
1009,2586877627629,2586877795997,345966720,480,0,0
1010,2586877782939,2586877901746,345967200,480,0,0
1011,2586877782976,2586877996933,345967680,480,0,0
1012,2586877943409,2586878102278,345968160,480,0,0
1013,2586878098224,2586878197610,345968640,480,0,0
1014,2586878098276,2586878302779,345969120,480,0,0
1015,2586878254942,2586878398085,345969600,480,0,0
1016,2586878411865,2586878500221,345970080,480,0,0
1017,2586878411899,2586878595402,345970560,480,0,0
1018,2586878561476,2586878700648,345971040,480,0,0
1019,2586878717488,2586878795980,345971520,480,0,0
1020,2586878717530,2586878896189,345972000,480,0,0
1021,2586878874970,2586878996592,345972480,480,0,0
1022,2586878875018,2586879102017,345972960,480,0,0
1023,2586879029174,2586879197192,345973440,480,0,0
1024,2586879184715,2586879302900,345973920,480,0,0
1025,2586879185183,2586879397757,345974400,480,0,0
1026,2586879340498,2586879498292,345974880,480,0,0
1027,2586879495287,2586879593570,345975360,480,0,0
1028,2586879495336,2586879699178,345975840,480,0,0
1029,2586879650445,2586879794038,345976320,480,0,0
1030,2586879806211,2586879894287,345976800,480,0,0
1031,2586879806233,2586879999891,345977280,480,0,0
1032,2586879961304,2586880095003,345977760,480,0,0
1033,2586880116396,2586880200279,345978240,480,0,0
1034,2586880116439,2586880295594,345978720,480,0,0
1035,2586880282576,2586880401212,345979200,480,0,0
1036,2586880282617,2586880496382,345979680,480,0,0
1037,2586880443408,2586880602117,345980160,480,0,0
1038,2586880599586,2586880697045,345980640,480,0,0
1039,2586880599639,2586880802323,345981120,480,0,0
1040,2586880753255,2586880897825,345981600,480,0,0
1041,2586880909558,2586880998031,345982080,480,0,0
1042,2586880909590,2586881093345,345982560,480,0,0
1043,2586881060470,2586881199039,345983040,480,0,0
1044,2586881221171,2586881293975,345983520,480,0,0
1045,2586881221232,2586881394289,345984000,480,0,0
1046,2586881381767,2586881500506,345984480,480,0,0
1047,2586881381786,2586881595642,345984960,480,0,0
1048,2586881541968,2586881701091,345985440,480,0,0
1049,2586881698515,2586881796354,345985920,480,0,0
1050,2586881698571,2586881901632,345986400,480,0,0
1051,2586881859051,2586881997091,345986880,480,0,0
1052,2586882018243,2586882102474,345987360,480,0,0
1053,2586882018282,2586882197493,345987840,480,0,0
1054,2586882183311,2586882292878,345988320,480,0,0
1055,2586882183344,2586882398291,345988800,480,0,0
1056,2586882340496,2586882498648,345989280,480,0,0
1057,2586882496681,2586882593829,345989760,480,0,0
1058,2586882496751,2586882699400,345990240,480,0,0
1059,2586882645126,2586882794476,345990720,480,0,0
1060,2586882807136,2586882899798,345991200,480,0,0
1061,2586882807176,2586883000484,345991680,480,0,0
1062,2586882962322,2586883095519,345992160,480,0,0
1063,2586883117311,2586883200930,345992640,480,0,0
1064,2586883117353,2586883296468,345993120,480,0,0
1065,2586883283029,2586883401744,345993600,480,0,0
1066,2586883283069,2586883497016,345994080,480,0,0
1067,2586883443506,2586883602690,345994560,480,0,0
1068,2586883599497,2586883697774,345995040,480,0,0
1069,2586883599545,2586883792908,345995520,480,0,0
1070,2586883753783,2586883898391,345996000,480,0,0
1071,2586883910680,2586883998624,345996480,480,0,0
1072,2586883910712,2586884093930,345996960,480,0,0
1073,2586884065720,2586884199531,345997440,480,0,0
1074,2586884065762,2586884294967,345997920,480,0,0
1075,2586884216307,2586884400185,345998400,480,0,0
1076,2586884381633,2586884500622,345998880,480,0,0
1077,2586884381688,2586884595540,345999360,480,0,0
1078,2586884542383,2586884700819,345999840,480,0,0
1079,2586884702505,2586884796225,346000320,480,0,0
1080,2586884702550,2586884901341,346000800,480,0,0
1081,2586884858254,2586884996967,346001280,480,0,0
1082,2586885019115,2586885102202,346001760,480,0,0
1083,2586885019167,2586885197468,346002240,480,0,0
1084,2586885185066,2586885302680,346002720,480,0,0
1085,2586885185105,2586885397905,346003200,480,0,0
1086,2586885339558,2586885498571,346003680,480,0,0
1087,2586885495497,2586885593754,346004160,480,0,0
1088,2586885495528,2586885699218,346004640,480,0,0
1089,2586885650604,2586885794325,346005120,480,0,0
1090,2586885806444,2586885894593,346005600,480,0,0
1091,2586885806466,2586886000144,346006080,480,0,0
1092,2586885962210,2586886095134,346006560,480,0,0
1093,2586886117548,2586886200413,346007040,480,0,0
1094,2586886117584,2586886295694,346007520,480,0,0
1095,2586886283087,2586886401509,346008000,480,0,0
1096,2586886283151,2586886497267,346008480,480,0,0
1097,2586886444038,2586886602778,346008960,480,0,0
1098,2586886599780,2586886697936,346009440,480,0,0
1099,2586886599827,2586886793435,346009920,480,0,0
1100,2586886754800,2586886893645,346010400,480,0,0
1101,2586886911213,2586886999080,346010880,480,0,0
1102,2586886911257,2586887094239,346011360,480,0,0
1103,2586887066403,2586887199850,346011840,480,0,0
1104,2586887066435,2586887294904,346012320,480,0,0
1105,2586887226873,2586887400470,346012800,480,0,0
1106,2586887382244,2586887495777,346013280,480,0,0
1107,2586887382296,2586887601010,346013760,480,0,0
1108,2586887537879,2586887696205,346014240,480,0,0
1109,2586887699134,2586887801645,346014720,480,0,0
1110,2586887699180,2586887901807,346015200,480,0,0
1111,2586887850371,2586887997372,346015680,480,0,0
1112,2586888004401,2586888102757,346016160,480,0,0
1113,2586888004439,2586888197745,346016640,480,0,0
1114,2586888159446,2586888293264,346017120,480,0,0
1115,2586888315107,2586888393406,346017600,480,0,0
1116,2586888315135,2586888499092,346018080,480,0,0
1117,2586888471407,2586888594323,346018560,480,0,0
1118,2586888471455,2586888699627,346019040,480,0,0
1119,2586888626485,2586888794822,346019520,480,0,0
1120,2586888782172,2586888900333,346020000,480,0,0
1121,2586888782240,2586889000796,346020480,480,0,0
1122,2586888938202,2586889095827,346020960,480,0,0
1123,2586889098063,2586889201179,346021440,480,0,0
1124,2586889098125,2586889296523,346021920,480,0,0
1125,2586889253518,2586889401798,346022400,480,0,0
1126,2586889409139,2586889497054,346022880,480,0,0
1127,2586889409191,2586889602533,346023360,480,0,0
1128,2586889564438,2586889697693,346023840,480,0,0
1129,2586889724652,2586889792992,346024320,480,0,0
1130,2586889724708,2586889898235,346024800,480,0,0
1131,2586889875417,2586889998952,346025280,480,0,0
1132,2586889875458,2586890093950,346025760,480,0,0
1133,2586890031024,2586890199453,346026240,480,0,0
1134,2586890191529,2586890294477,346026720,480,0,0
1135,2586890191578,2586890400021,346027200,480,0,0
1136,2586890351897,2586890500559,346027680,480,0,0
1137,2586890512130,2586890595617,346028160,480,0,0
1138,2586890512176,2586890700886,346028640,480,0,0
1139,2586890673150,2586890796443,346029120,480,0,0
1140,2586890673213,2586890901745,346029600,480,0,0
1141,2586890838817,2586890996988,346030080,480,0,0
1142,2586890993497,2586891102315,346030560,480,0,0
1143,2586890993536,2586891197346,346031040,480,0,0
1144,2586891148920,2586891302701,346031520,480,0,0
1145,2586891304909,2586891398161,346032000,480,0,0
1146,2586891304948,2586891498600,346032480,480,0,0
1147,2586891460834,2586891593868,346032960,480,0,0
1148,2586891620825,2586891699548,346033440,480,0,0
1149,2586891620858,2586891794553,346033920,480,0,0
1150,2586891780503,2586891894823,346034400,480,0,0
1151,2586891780527,2586892001318,346034880,480,0,0
1152,2586891937345,2586892095585,346035360,480,0,0
1153,2586892096806,2586892200918,346035840,480,0,0
1154,2586892096849,2586892296193,346036320,480,0,0
1155,2586892252882,2586892401591,346036800,480,0,0
1156,2586892410637,2586892498778,346037280,480,0,0
1157,2586892410670,2586892594036,346037760,480,0,0
1158,2586892561122,2586892699495,346038240,480,0,0
1159,2586892715727,2586892794834,346038720,480,0,0
1160,2586892715791,2586892895068,346039200,480,0,0
1161,2586892882458,2586893001306,346039680,480,0,0
1162,2586892882667,2586893095801,346040160,480,0,0
1163,2586893031809,2586893201383,346040640,480,0,0
1164,2586893188134,2586893296311,346041120,480,0,0
1165,2586893188189,2586893401827,346041600,480,0,0
1166,2586893348441,2586893497170,346042080,480,0,0
1167,2586893504473,2586893602464,346042560,480,0,0
1168,2586893504526,2586893697931,346043040,480,0,0
1169,2586893659901,2586893793483,346043520,480,0,0
1170,2586893815510,2586893893516,346044000,480,0,0
1171,2586893815553,2586893999156,346044480,480,0,0
1172,2586893971571,2586894094228,346044960,480,0,0
1173,2586893971613,2586894199757,346045440,480,0,0
1174,2586894127258,2586894294730,346045920,480,0,0
1175,2586894281971,2586894400425,346046400,480,0,0
1176,2586894282012,2586894495588,346046880,480,0,0
1177,2586894434772,2586894601084,346047360,480,0,0
1178,2586894587796,2586894696569,346047840,480,0,0
1179,2586894587847,2586894801822,346048320,480,0,0
1180,2586894754215,2586894901926,346048800,480,0,0
1181,2586894911631,2586894999707,346049280,480,0,0
1182,2586894911675,2586895094619,346049760,480,0,0
1183,2586895060886,2586895200179,346050240,480,0,0
1184,2586895223090,2586895295364,346050720,480,0,0
1185,2586895223133,2586895395592,346051200,480,0,0
1186,2586895383427,2586895501160,346051680,480,0,0
1187,2586895383497,2586895596959,346052160,480,0,0
1188,2586895543216,2586895701870,346052640,480,0,0
1189,2586895704092,2586895796932,346053120,480,0,0
1190,2586895704143,2586895897555,346053600,480,0,0
1191,2586895860169,2586895997890,346054080,480,0,0
1192,2586896019676,2586896093252,346054560,480,0,0
1193,2586896019715,2586896198886,346055040,480,0,0
1194,2586896186805,2586896293774,346055520,480,0,0
1195,2586896186865,2586896394126,346056000,480,0,0
1196,2586896341071,2586896499967,346056480,480,0,0
1197,2586896500766,2586896595123,346056960,480,0,0
1198,2586896500815,2586896700397,346057440,480,0,0
1199,2586896661086,2586896795578,346057920,480,0,0
1200,2586896823667,2586896900970,346058400,480,0,0
1201,2586896823715,2586896996398,346058880,480,0,0
1202,2586896985850,2586897102324,346059360,480,0,0
1203,2586896985939,2586897197656,346059840,480,0,0
1204,2586897139872,2586897293049,346060320,480,0,0
1205,2586897295261,2586897398219,346060800,480,0,0
1206,2586897295333,2586897498650,346061280,480,0,0
1207,2586897461021,2586897593825,346061760,480,0,0
1208,2586897621475,2586897699347,346062240,480,0,0
1209,2586897621525,2586897794533,346062720,480,0,0
1210,2586897770728,2586897894866,346063200,480,0,0
1211,2586897927718,2586898000500,346063680,480,0,0
1212,2586897927780,2586898095489,346064160,480,0,0
1213,2586898082841,2586898200919,346064640,480,0,0
1214,2586898082900,2586898296076,346065120,480,0,0
1215,2586898239593,2586898397728,346065600,480,0,0
1216,2586898389819,2586898498596,346066080,480,0,0
1217,2586898389868,2586898593515,346066560,480,0,0
1218,2586898550192,2586898699143,346067040,480,0,0
1219,2586898706184,2586898794393,346067520,480,0,0
1220,2586898706296,2586898894592,346068000,480,0,0
1221,2586898863317,2586899000284,346068480,480,0,0
1222,2586899022500,2586899095364,346068960,480,0,0
1223,2586899022542,2586899201073,346069440,480,0,0
1224,2586899178076,2586899295883,346069920,480,0,0
1225,2586899178150,2586899401340,346070400,480,0,0
1226,2586899338503,2586899497178,346070880,480,0,0
1227,2586899494443,2586899602223,346071360,480,0,0
1228,2586899494490,2586899697451,346071840,480,0,0
1229,2586899649939,2586899803014,346072320,480,0,0
1230,2586899804943,2586899898053,346072800,480,0,0
1231,2586899804971,2586899998415,346073280,480,0,0
1232,2586899960784,2586900093585,346073760,480,0,0
1233,2586900111621,2586900198964,346074240,480,0,0
1234,2586900111688,2586900294130,346074720,480,0,0
1235,2586900270436,2586900394379,346075200,480,0,0
1236,2586900427047,2586900500114,346075680,480,0,0
1237,2586900427074,2586900595246,346076160,480,0,0
1238,2586900582322,2586900700649,346076640,480,0,0
1239,2586900582368,2586900795710,346077120,480,0,0
1240,2586900734189,2586900897274,346077600,480,0,0
1241,2586900889883,2586900998387,346078080,480,0,0
1242,2586900889942,2586901093149,346078560,480,0,0
1243,2586901040039,2586901198701,346079040,480,0,0
1244,2586901195813,2586901293901,346079520,480,0,0
1245,2586901195855,2586901394036,346080000,480,0,0
1246,2586901351426,2586901499955,346080480,480,0,0
1247,2586901511707,2586901595066,346080960,480,0,0
1248,2586901511729,2586901700450,346081440,480,0,0
1249,2586901672491,2586901795441,346081920,480,0,0
1250,2586901672546,2586901900996,346082400,480,0,0
1251,2586901838363,2586901996332,346082880,480,0,0
1252,2586901993163,2586902101724,346083360,480,0,0
1253,2586901993230,2586902197284,346083840,480,0,0
1254,2586902148931,2586902302205,346084320,480,0,0
1255,2586902304764,2586902397520,346084800,480,0,0
1256,2586902304828,2586902498142,346085280,480,0,0
1257,2586902459980,2586902593210,346085760,480,0,0
1258,2586902620237,2586902698635,346086240,480,0,0
1259,2586902620295,2586902793818,346086720,480,0,0
1260,2586902784929,2586902894018,346087200,480,0,0
1261,2586902784958,2586902999647,346087680,480,0,0
1262,2586902947593,2586903094658,346088160,480,0,0
1263,2586903106398,2586903200016,346088640,480,0,0
1264,2586903106445,2586903295190,346089120,480,0,0
1265,2586903262451,2586903400934,346089600,480,0,0
1266,2586903424063,2586903496046,346090080,480,0,0
1267,2586903424122,2586903601553,346090560,480,0,0
1268,2586903583096,2586903696932,346091040,480,0,0
1269,2586903583136,2586903796997,346091520,480,0,0
1270,2586903735917,2586903894208,346092000,480,0,0
1271,2586903891069,2586903999665,346092480,480,0,0
1272,2586903891122,2586904094894,346092960,480,0,0
1273,2586904051487,2586904200255,346093440,480,0,0
1274,2586904212018,2586904295434,346093920,480,0,0
1275,2586904212049,2586904400808,346094400,480,0,0
1276,2586904374095,2586904496263,346094880,480,0,0
1277,2586904374144,2586904601622,346095360,480,0,0
1278,2586904528110,2586904696811,346095840,480,0,0
1279,2586904684480,2586904802146,346096320,480,0,0
1280,2586904684528,2586904897382,346096800,480,0,0
1281,2586904839322,2586904997902,346097280,480,0,0
1282,2586904995316,2586905093048,346097760,480,0,0
1283,2586904995352,2586905198549,346098240,480,0,0
1284,2586905149996,2586905293658,346098720,480,0,0
1285,2586905304964,2586905393910,346099200,480,0,0
1286,2586905305007,2586905499694,346099680,480,0,0
1287,2586905461627,2586905594813,346100160,480,0,0
1288,2586905617005,2586905700321,346100640,480,0,0
1289,2586905617051,2586905795306,346101120,480,0,0
1290,2586905781319,2586905900890,346101600,480,0,0
1291,2586905781344,2586905996144,346102080,480,0,0
1292,2586905943286,2586906101831,346102560,480,0,0
1293,2586906098659,2586906196700,346103040,480,0,0
1294,2586906098803,2586906302003,346103520,480,0,0
1295,2586906254096,2586906397469,346104000,480,0,0
1296,2586906405810,2586906499049,346104480,480,0,0
1297,2586906405863,2586906599225,346104960,480,0,0
1298,2586906560969,2586906694404,346105440,480,0,0
1299,2586906721085,2586906799760,346105920,480,0,0
1300,2586906721122,2586906900037,346106400,480,0,0
1301,2586906883322,2586907000834,346106880,480,0,0
1302,2586906883363,2586907095720,346107360,480,0,0
1303,2586907042294,2586907201050,346107840,480,0,0
1304,2586907198314,2586907296627,346108320,480,0,0
1305,2586907198358,2586907401845,346108800,480,0,0
1306,2586907358951,2586907497092,346109280,480,0,0
1307,2586907519754,2586907602619,346109760,480,0,0
1308,2586907519794,2586907697673,346110240,480,0,0
1309,2586907685971,2586907792954,346110720,480,0,0
1310,2586907686029,2586907898603,346111200,480,0,0
1311,2586907841316,2586907999121,346111680,480,0,0
1312,2586907996422,2586908094233,346112160,480,0,0
1313,2586907996471,2586908200055,346112640,480,0,0
1314,2586908161776,2586908294985,346113120,480,0,0
1315,2586908317345,2586908400398,346113600,480,0,0
1316,2586908317383,2586908500807,346114080,480,0,0
1317,2586908473463,2586908595964,346114560,480,0,0
1318,2586908473487,2586908701654,346115040,480,0,0
1319,2586908628739,2586908796945,346115520,480,0,0
1320,2586908784529,2586908897618,346116000,480,0,0
1321,2586908784580,2586908997865,346116480,480,0,0
1322,2586908944626,2586909093190,346116960,480,0,0
1323,2586909105449,2586909198486,346117440,480,0,0
1324,2586909105497,2586909298777,346117920,480,0,0
1325,2586909260777,2586909399104,346118400,480,0,0
1326,2586909421600,2586909499503,346118880,480,0,0
1327,2586909421667,2586909594745,346119360,480,0,0
1328,2586909581805,2586909700364,346119840,480,0,0
1329,2586909581862,2586909795275,346120320,480,0,0
1330,2586909733545,2586909897296,346120800,480,0,0
1331,2586909888591,2586909997914,346121280,480,0,0
1332,2586909888634,2586910092943,346121760,480,0,0
1333,2586910049779,2586910198221,346122240,480,0,0
1334,2586910210566,2586910293411,346122720,480,0,0
1335,2586910210629,2586910393686,346123200,480,0,0
1336,2586910366132,2586910499498,346123680,480,0,0
1337,2586910366184,2586910594699,346124160,480,0,0
1338,2586910521006,2586910699905,346124640,480,0,0
1339,2586910672845,2586910795137,346125120,480,0,0
1340,2586910672897,2586910900681,346125600,480,0,0
1341,2586910827392,2586911001651,346126080,480,0,0
1342,2586910983434,2586911096373,346126560,480,0,0
1343,2586910983495,2586911201700,346127040,480,0,0
1344,2586911138537,2586911296912,346127520,480,0,0
1345,2586911294427,2586911397210,346128000,480,0,0
1346,2586911294491,2586911497924,346128480,480,0,0
1347,2586911459257,2586911593128,346128960,480,0,0
1348,2586911620302,2586911698299,346129440,480,0,0
1349,2586911620340,2586911793598,346129920,480,0,0
1350,2586911784558,2586911893822,346130400,480,0,0
1351,2586911784609,2586911999294,346130880,480,0,0
1352,2586911946548,2586912094534,346131360,480,0,0
1353,2586912107090,2586912200075,346131840,480,0,0
1354,2586912107299,2586912295205,346132320,480,0,0
1355,2586912262841,2586912401060,346132800,480,0,0
1356,2586912423152,2586912496109,346133280,480,0,0
1357,2586912423205,2586912601625,346133760,480,0,0
1358,2586912583322,2586912697077,346134240,480,0,0
1359,2586912583352,2586912802204,346134720,480,0,0
1360,2586912734050,2586912897449,346135200,480,0,0
1361,2586912890050,2586912998180,346135680,480,0,0
1362,2586912890125,2586913093187,346136160,480,0,0
1363,2586913049922,2586913198502,346136640,480,0,0
1364,2586913206241,2586913293713,346137120,480,0,0
1365,2586913206283,2586913394060,346137600,480,0,0
1366,2586913361576,2586913499881,346138080,480,0,0
1367,2586913522673,2586913595044,346138560,480,0,0
1368,2586913522729,2586913700363,346139040,480,0,0
1369,2586913673657,2586913795599,346139520,480,0,0
1370,2586913673719,2586913901158,346140000,480,0,0
1371,2586913827813,2586914001301,346140480,480,0,0
1372,2586913983678,2586914096700,346140960,480,0,0
1373,2586913983733,2586914202180,346141440,480,0,0
1374,2586914138887,2586914297280,346141920,480,0,0
1375,2586914294442,2586914397686,346142400,480,0,0
1376,2586914294655,2586914498374,346142880,480,0,0
1377,2586914460288,2586914593931,346143360,480,0,0
1378,2586914619488,2586914698926,346143840,480,0,0
1379,2586914619516,2586914794053,346144320,480,0,0
1380,2586914780418,2586914894331,346144800,480,0,0
1381,2586914780451,2586914999814,346145280,480,0,0
1382,2586914936649,2586915094983,346145760,480,0,0
1383,2586915097174,2586915200334,346146240,480,0,0
1384,2586915097217,2586915295605,346146720,480,0,0
1385,2586915252769,2586915401386,346147200,480,0,0
1386,2586915410545,2586915496314,346147680,480,0,0
1387,2586915410585,2586915601798,346148160,480,0,0
1388,2586915563921,2586915697440,346148640,480,0,0
1389,2586915724207,2586915802557,346149120,480,0,0
1390,2586915724239,2586915897784,346149600,480,0,0
1391,2586915884483,2586915998123,346150080,480,0,0
1392,2586915884530,2586916093320,346150560,480,0,0
1393,2586916040339,2586916198689,346151040,480,0,0
1394,2586916201371,2586916293923,346151520,480,0,0
1395,2586916201408,2586916394205,346152000,480,0,0
1396,2586916361419,2586916500034,346152480,480,0,0
1397,2586916517119,2586916595394,346152960,480,0,0
1398,2586916517167,2586916695716,346153440,480,0,0
1399,2586916671841,2586916800989,346153920,480,0,0
1400,2586916837940,2586916901357,346154400,480,0,0
1401,2586916837964,2586916997281,346154880,480,0,0
1402,2586916993553,2586917102101,346155360,480,0,0
1403,2586916993597,2586917197399,346155840,480,0,0
1404,2586917148877,2586917302656,346156320,480,0,0
1405,2586917305553,2586917397932,346156800,480,0,0
1406,2586917305583,2586917499034,346157280,480,0,0
1407,2586917460318,2586917593936,346157760,480,0,0
1408,2586917616067,2586917699291,346158240,480,0,0
1409,2586917616105,2586917799796,346158720,480,0,0
1410,2586917770562,2586917899972,346159200,480,0,0
1411,2586917927927,2586918000368,346159680,480,0,0
1412,2586917927957,2586918095703,346160160,480,0,0
1413,2586918081364,2586918200938,346160640,480,0,0
1414,2586918081392,2586918296131,346161120,480,0,0
1415,2586918239642,2586918398160,346161600,480,0,0
1416,2586918390387,2586918498818,346162080,480,0,0
1417,2586918390432,2586918594184,346162560,480,0,0
1418,2586918545870,2586918694304,346163040,480,0,0
1419,2586918701305,2586918799747,346163520,480,0,0
1420,2586918701350,2586918899968,346164000,480,0,0
1421,2586918861967,2586919000768,346164480,480,0,0
1422,2586919022188,2586919095692,346164960,480,0,0
1423,2586919022727,2586919200936,346165440,480,0,0
1424,2586919182825,2586919296389,346165920,480,0,0
1425,2586919182857,2586919401510,346166400,480,0,0
1426,2586919338026,2586919496850,346166880,480,0,0
1427,2586919493662,2586919602379,346167360,480,0,0
1428,2586919493700,2586919697322,346167840,480,0,0
1429,2586919648786,2586919802555,346168320,480,0,0
1430,2586919805495,2586919897841,346168800,480,0,0
1431,2586919805524,2586919998307,346169280,480,0,0
1432,2586919959274,2586920093554,346169760,480,0,0
1433,2586920120779,2586920199178,346170240,480,0,0
1434,2586920120826,2586920293978,346170720,480,0,0
1435,2586920281012,2586920394426,346171200,480,0,0
1436,2586920281061,2586920500070,346171680,480,0,0
1437,2586920436843,2586920595191,346172160,480,0,0
1438,2586920596931,2586920700464,346172640,480,0,0
1439,2586920596970,2586920795624,346173120,480,0,0
1440,2586920751341,2586920901028,346173600,480,0,0
1441,2586920912657,2586921001410,346174080,480,0,0
1442,2586920912712,2586921096792,346174560,480,0,0
1443,2586921068246,2586921201949,346175040,480,0,0
1444,2586921068298,2586921297079,346175520,480,0,0
1445,2586921228822,2586921397599,346176000,480,0,0
1446,2586921384431,2586921498117,346176480,480,0,0
1447,2586921384457,2586921593283,346176960,480,0,0
1448,2586921540279,2586921698939,346177440,480,0,0
1449,2586921695857,2586921793972,346177920,480,0,0
1450,2586921695899,2586921894192,346178400,480,0,0
1451,2586921851288,2586922000050,346178880,480,0,0
1452,2586922011726,2586922095012,346179360,480,0,0
1453,2586922011764,2586922200546,346179840,480,0,0
1454,2586922172298,2586922295499,346180320,480,0,0
1455,2586922172338,2586922400890,346180800,480,0,0
1456,2586922337881,2586922496300,346181280,480,0,0
1457,2586922492954,2586922601889,346181760,480,0,0
1458,2586922492983,2586922696837,346182240,480,0,0
1459,2586922649256,2586922802140,346182720,480,0,0
1460,2586922804037,2586922897428,346183200,480,0,0
1461,2586922804067,2586922997849,346183680,480,0,0
1462,2586922960189,2586923093076,346184160,480,0,0
1463,2586923120299,2586923198670,346184640,480,0,0
1464,2586923120346,2586923293568,346185120,480,0,0
1465,2586923281351,2586923393951,346185600,480,0,0
1466,2586923281401,2586923500169,346186080,480,0,0
1467,2586923436768,2586923595131,346186560,480,0,0
1468,2586923598072,2586923700397,346187040,480,0,0
1469,2586923598108,2586923795641,346187520,480,0,0
1470,2586923751916,2586923901079,346188000,480,0,0
1471,2586923913430,2586924001395,346188480,480,0,0
1472,2586923913461,2586924097047,346188960,480,0,0
1473,2586924069114,2586924202011,346189440,480,0,0
1474,2586924069168,2586924297250,346189920,480,0,0
1475,2586924229661,2586924398018,346190400,480,0,0
1476,2586924385583,2586924498592,346190880,480,0,0
1477,2586924385644,2586924593747,346191360,480,0,0
1478,2586924540470,2586924699396,346191840,480,0,0
1479,2586924695692,2586924794183,346192320,480,0,0
1480,2586924695726,2586924894440,346192800,480,0,0
1481,2586924852083,2586924999973,346193280,480,0,0
1482,2586925004543,2586925095071,346193760,480,0,0
1483,2586925004582,2586925200308,346194240,480,0,0
1484,2586925161915,2586925295544,346194720,480,0,0
1485,2586925322697,2586925401046,346195200,480,0,0
1486,2586925322759,2586925496318,346195680,480,0,0
1487,2586925484534,2586925601821,346196160,480,0,0
1488,2586925484572,2586925696857,346196640,480,0,0
1489,2586925638410,2586925802099,346197120,480,0,0
1490,2586925794385,2586925897621,346197600,480,0,0
1491,2586925794426,2586925997881,346198080,480,0,0
1492,2586925959811,2586926093134,346198560,480,0,0
1493,2586926120717,2586926198712,346199040,480,0,0
1494,2586926120769,2586926293681,346199520,480,0,0
1495,2586926273773,2586926393905,346200000,480,0,0
1496,2586926273827,2586926500902,346200480,480,0,0
1497,2586926427040,2586926595914,346200960,480,0,0
1498,2586926582849,2586926701136,346201440,480,0,0
1499,2586926582891,2586926796686,346201920,480,0,0
1500,2586926733931,2586926898384,346202400,480,0,0
1501,2586926889424,2586926998989,346202880,480,0,0
1502,2586926889485,2586927094082,346203360,480,0,0
1503,2586927051739,2586927199476,346203840,480,0,0
1504,2586927206711,2586927294674,346204320,480,0,0
1505,2586927206750,2586927400368,346204800,480,0,0
1506,2586927362759,2586927495620,346205280,480,0,0
1507,2586927517959,2586927601118,346205760,480,0,0
1508,2586927517993,2586927696568,346206240,480,0,0
1509,2586927674163,2586927801569,346206720,480,0,0
1510,2586927674228,2586927901949,346207200,480,0,0
1511,2586927823147,2586927997591,346207680,480,0,0
1512,2586927986492,2586928103003,346208160,480,0,0
1513,2586927986567,2586928198031,346208640,480,0,0
1514,2586928140071,2586928293699,346209120,480,0,0
1515,2586928295924,2586928393647,346209600,480,0,0
1516,2586928295953,2586928499569,346210080,480,0,0
1517,2586928461042,2586928594629,346210560,480,0,0
1518,2586928617004,2586928700084,346211040,480,0,0
1519,2586928617045,2586928795134,346211520,480,0,0
1520,2586928771670,2586928900803,346212000,480,0,0
1521,2586928928129,2586929001181,346212480,480,0,0
1522,2586928928152,2586929096222,346212960,480,0,0
1523,2586929083595,2586929201905,346213440,480,0,0
1524,2586929083662,2586929296826,346213920,480,0,0
1525,2586929241157,2586929393363,346214400,480,0,0
1526,2586929391619,2586929500054,346214880,480,0,0
1527,2586929391988,2586929594930,346215360,480,0,0
1528,2586929551736,2586929700282,346215840,480,0,0
1529,2586929713464,2586929795461,346216320,480,0,0
1530,2586929713506,2586929900939,346216800,480,0,0
1531,2586929871896,2586930001333,346217280,480,0,0
1532,2586929871941,2586930096813,346217760,480,0,0
1533,2586930023526,2586930202097,346218240,480,0,0
1534,2586930184485,2586930297113,346218720,480,0,0
1535,2586930184519,2586930397708,346219200,480,0,0
1536,2586930339763,2586930498160,346219680,480,0,0
1537,2586930495488,2586930593391,346220160,480,0,0
1538,2586930495528,2586930698929,346220640,480,0,0
1539,2586930650825,2586930793901,346221120,480,0,0
1540,2586930806214,2586930894165,346221600,480,0,0
1541,2586930806259,2586930999890,346222080,480,0,0
1542,2586930961910,2586931094949,346222560,480,0,0
1543,2586931117023,2586931200275,346223040,480,0,0
1544,2586931117059,2586931295506,346223520,480,0,0
1545,2586931282207,2586931400964,346224000,480,0,0
1546,2586931282239,2586931496201,346224480,480,0,0
1547,2586931443892,2586931601817,346224960,480,0,0
1548,2586931599170,2586931696931,346225440,480,0,0
1549,2586931599213,2586931802471,346225920,480,0,0
1550,2586931753090,2586931897771,346226400,480,0,0
1551,2586931910340,2586931998128,346226880,480,0,0
1552,2586931910390,2586932093329,346227360,480,0,0
1553,2586932066294,2586932198862,346227840,480,0,0
1554,2586932066337,2586932294181,346228320,480,0,0
1555,2586932220781,2586932394270,346228800,480,0,0
1556,2586932382500,2586932500176,346229280,480,0,0
1557,2586932382556,2586932595315,346229760,480,0,0
